#{"t_start": 1696320823.1795056, "env_id": "PandaReach-v3"}
r,l,t,is_success
-1.0,2,108.684959,True
-3.0,4,108.714872,True
-2.0,3,108.736592,True
-2.0,3,108.759576,True
-2.0,3,108.782935,True
0.0,1,108.790245,True
-2.0,3,108.813898,True
-1.0,2,108.83008,True
-3.0,4,108.861312,True
-2.0,3,108.884871,True
-3.0,4,108.914334,True
-3.0,4,108.945735,True
-2.0,3,108.972012,True
-2.0,3,109.002256,True
0.0,1,109.011839,True
-2.0,3,109.044208,True
0.0,1,109.055212,True
-2.0,3,109.078095,True
-2.0,3,109.099794,True
-1.0,2,109.117054,True
0.0,1,109.124679,True
-2.0,3,109.147678,True
-2.0,3,109.168738,True
0.0,1,109.175889,True
-1.0,2,109.19355,True
-3.0,4,109.225832,True
-2.0,3,109.248064,True
-1.0,2,109.264442,True
-2.0,3,109.286535,True
-2.0,3,109.308886,True
-2.0,3,109.330132,True
-1.0,2,109.346961,True
-3.0,4,109.377507,True
-1.0,2,109.394888,True
-3.0,4,109.423089,True
-1.0,2,109.441438,True
-2.0,3,109.464723,True
-2.0,3,109.487087,True
-3.0,4,109.516854,True
-2.0,3,109.540586,True
-2.0,3,109.56568,True
-3.0,4,109.594929,True
-1.0,2,109.6099,True
-3.0,4,109.642138,True
-2.0,3,109.665937,True
-2.0,3,109.688072,True
-2.0,3,109.708924,True
-2.0,3,109.737131,True
-2.0,3,109.766909,True
-1.0,2,109.783113,True
-2.0,3,109.806753,True
-1.0,2,109.825076,True
0.0,1,109.835883,True
-3.0,4,109.867723,True
-2.0,3,109.890108,True
-2.0,3,109.917386,True
-1.0,2,109.933363,True
-2.0,3,109.956494,True
-2.0,3,109.978377,True
-1.0,2,109.995239,True
-2.0,3,110.019998,True
-1.0,2,110.034725,True
-1.0,2,110.04936,True
-3.0,4,110.082732,True
-3.0,4,110.111856,True
-3.0,4,110.140372,True
-2.0,3,110.166482,True
-2.0,3,110.190309,True
-1.0,2,110.206744,True
-1.0,2,110.222208,True
-2.0,3,110.24388,True
-3.0,4,110.274172,True
-2.0,3,110.29679,True
-2.0,3,110.317858,True
0.0,1,110.325138,True
-1.0,2,110.340631,True
-2.0,3,110.362709,True
-3.0,4,110.391298,True
-1.0,2,110.405457,True
-1.0,2,110.420983,True
-1.0,2,110.435565,True
-2.0,3,110.456691,True
-2.0,3,110.481076,True
-1.0,2,110.497298,True
-3.0,4,110.52675,True
-3.0,4,110.554947,True
-3.0,4,110.58265,True
-3.0,4,110.612964,True
-3.0,4,110.642483,True
-1.0,2,110.656523,True
-3.0,4,110.684397,True
-1.0,2,110.699627,True
0.0,1,110.706914,True
-2.0,3,110.729126,True
-2.0,3,110.750604,True
-2.0,3,110.77262,True
-1.0,2,110.789034,True
-3.0,4,110.818542,True
-1.0,2,110.832668,True
-1.0,2,110.848591,True
-2.0,3,110.870864,True
-2.0,3,110.892046,True
-2.0,3,110.913323,True
-1.0,2,110.92878,True
-2.0,3,110.950983,True
0.0,1,110.958195,True
0.0,1,110.965871,True
-1.0,2,110.980316,True
-3.0,4,111.009941,True
-1.0,2,111.024741,True
-1.0,2,111.0393,True
-2.0,3,111.062128,True
0.0,1,111.070261,True
-3.0,4,111.099396,True
-2.0,3,111.121618,True
-3.0,4,111.152106,True
-2.0,3,111.173393,True
-1.0,2,111.187562,True
-3.0,4,111.215452,True
-1.0,2,111.233664,True
-1.0,2,111.256213,True
-4.0,5,111.292149,True
0.0,1,111.299327,True
-1.0,2,111.314643,True
-1.0,2,111.329981,True
-2.0,3,111.352005,True
0.0,1,111.359168,True
-1.0,2,111.373465,True
-1.0,2,111.388049,True
-2.0,3,111.410321,True
-2.0,3,111.434406,True
-2.0,3,111.457338,True
-1.0,2,111.473301,True
-2.0,3,111.495173,True
-2.0,3,111.516546,True
-2.0,3,111.540296,True
-2.0,3,111.563497,True
-1.0,2,111.577657,True
-2.0,3,111.598615,True
-1.0,2,111.613642,True
-2.0,3,111.63755,True
-1.0,2,111.652115,True
-1.0,2,111.665914,True
-1.0,2,111.681587,True
0.0,1,111.689202,True
-1.0,2,111.704189,True
-2.0,3,111.725152,True
-3.0,4,111.757543,True
0.0,1,111.766469,True
-1.0,2,111.78069,True
-2.0,3,111.801379,True
-2.0,3,111.824007,True
-2.0,3,111.846675,True
-2.0,3,111.867455,True
-1.0,2,111.8814,True
-3.0,4,111.911329,True
-1.0,2,111.925979,True
-1.0,2,111.940118,True
-1.0,2,111.954085,True
-1.0,2,111.969586,True
-2.0,3,111.991561,True
-1.0,2,112.006534,True
-2.0,3,112.028017,True
-2.0,3,112.051376,True
-2.0,3,112.073339,True
-4.0,5,112.10892,True
-3.0,4,112.136537,True
-3.0,4,112.166373,True
-1.0,2,112.181525,True
-1.0,2,112.195921,True
-2.0,3,112.217122,True
-3.0,4,112.246855,True
-1.0,2,112.261853,True
-1.0,2,112.276561,True
-2.0,3,112.297152,True
-1.0,2,112.312936,True
-2.0,3,112.335982,True
-2.0,3,112.357434,True
-1.0,2,112.371769,True
-2.0,3,112.396101,True
-2.0,3,112.419518,True
-2.0,3,112.440996,True
-3.0,4,112.4691,True
-2.0,3,112.492081,True
-1.0,2,112.506979,True
-2.0,3,112.528814,True
-2.0,3,112.549816,True
-1.0,2,112.566689,True
-2.0,3,112.589743,True
-1.0,2,112.604649,True
-3.0,4,112.632231,True
0.0,1,112.639649,True
-3.0,4,112.670957,True
-1.0,2,112.685739,True
0.0,1,112.693317,True
-2.0,3,112.717164,True
-2.0,3,112.738368,True
-2.0,3,112.759349,True
-2.0,3,112.779951,True
0.0,1,112.78763,True
-1.0,2,112.804446,True
-1.0,2,112.819626,True
-3.0,4,112.848148,True
-2.0,3,112.871499,True
-2.0,3,112.894887,True
-2.0,3,112.916362,True
-3.0,4,112.944318,True
-2.0,3,112.967933,True
-1.0,2,112.983321,True
-2.0,3,113.005677,True
-2.0,3,113.028311,True
-2.0,3,113.051249,True
-2.0,3,113.073684,True
-2.0,3,113.095673,True
-1.0,2,113.109596,True
0.0,1,113.117208,True
-2.0,3,113.13993,True
-3.0,4,113.168849,True
-2.0,3,113.189666,True
-1.0,2,113.205493,True
-2.0,3,113.227424,True
-2.0,3,113.24911,True
0.0,1,113.256005,True
-1.0,2,113.270958,True
-2.0,3,113.293707,True
-3.0,4,113.322765,True
-1.0,2,113.337904,True
-1.0,2,113.352771,True
-1.0,2,113.368047,True
-2.0,3,113.390127,True
-3.0,4,113.41945,True
-2.0,3,113.442054,True
-2.0,3,113.464811,True
-3.0,4,113.493615,True
-3.0,4,113.521677,True
-1.0,2,113.536361,True
-2.0,3,113.557759,True
-2.0,3,113.580204,True
-2.0,3,113.59972,True
-2.0,3,113.621363,True
-1.0,2,113.638231,True
-1.0,2,113.65359,True
-1.0,2,113.668,True
-2.0,3,113.690607,True
-2.0,3,113.711535,True
-1.0,2,113.724916,True
-3.0,4,113.750566,True
-3.0,4,113.778306,True
-3.0,4,113.80566,True
-2.0,3,113.825253,True
-2.0,3,113.84463,True
-2.0,3,113.86502,True
-2.0,3,113.88651,True
-1.0,2,113.899718,True
-3.0,4,113.925452,True
-3.0,4,113.954185,True
-2.0,3,113.97608,True
-2.0,3,113.997624,True
-2.0,3,114.01708,True
0.0,1,114.024499,True
-2.0,3,114.052177,True
-2.0,3,114.073402,True
-1.0,2,114.087184,True
-2.0,3,114.109879,True
-2.0,3,114.131456,True
-2.0,3,114.15195,True
-1.0,2,114.165421,True
-3.0,4,114.194705,True
-2.0,3,114.21584,True
-2.0,3,114.235539,True
-1.0,2,114.24876,True
-3.0,4,114.27841,True
-1.0,2,114.293424,True
-2.0,3,114.313414,True
-1.0,2,114.326511,True
-2.0,3,114.354697,True
-3.0,4,114.384388,True
-2.0,3,114.403569,True
-2.0,3,114.422825,True
-4.0,5,114.456899,True
0.0,1,114.464483,True
-2.0,3,114.484002,True
-1.0,2,114.496816,True
-1.0,2,114.510978,True
-3.0,4,114.538661,True
-2.0,3,114.558414,True
-2.0,3,114.577802,True
0.0,1,114.584543,True
-1.0,2,114.600388,True
-3.0,4,114.630974,True
-2.0,3,114.651668,True
-1.0,2,114.666558,True
-3.0,4,114.693859,True
-2.0,3,114.713152,True
-1.0,2,114.725973,True
-3.0,4,114.754273,True
-4.0,5,114.787488,True
-2.0,3,114.806746,True
-1.0,2,114.81949,True
-1.0,2,114.833448,True
-1.0,2,114.846804,True
-3.0,4,114.873816,True
-3.0,4,114.900243,True
-1.0,2,114.914568,True
-3.0,4,114.944886,True
0.0,1,114.952163,True
-2.0,3,114.973147,True
0.0,1,114.981685,True
-2.0,3,115.007385,True
-3.0,4,115.038446,True
-3.0,4,115.066877,True
-1.0,2,115.084376,True
-3.0,4,115.114905,True
-1.0,2,115.129634,True
-2.0,3,115.150849,True
-2.0,3,115.174624,True
-1.0,2,115.190695,True
-1.0,2,115.205664,True
-2.0,3,115.226354,True
0.0,1,115.234077,True
-1.0,2,115.253145,True
-3.0,4,115.283238,True
-1.0,2,115.297723,True
-3.0,4,115.330022,True
-3.0,4,115.358791,True
-2.0,3,115.379512,True
-3.0,4,115.407001,True
-2.0,3,115.430605,True
-1.0,2,115.446229,True
-2.0,3,115.468568,True
-2.0,3,115.489634,True
-1.0,2,115.505566,True
-2.0,3,115.52813,True
-3.0,4,115.557646,True
-1.0,2,115.572578,True
-1.0,2,115.589593,True
-1.0,2,115.605192,True
-3.0,4,115.63502,True
-2.0,3,115.65612,True
-2.0,3,115.680972,True
0.0,1,115.688505,True
-2.0,3,115.710667,True
-2.0,3,115.732047,True
0.0,1,115.740186,True
-2.0,3,115.766444,True
-2.0,3,115.788544,True
-2.0,3,115.809673,True
-3.0,4,115.841633,True
-2.0,3,115.864287,True
-2.0,3,115.885191,True
-2.0,3,115.905216,True
-3.0,4,115.933432,True
-3.0,4,115.96063,True
-2.0,3,115.980447,True
-2.0,3,115.999812,True
-3.0,4,116.02815,True
-1.0,2,116.042082,True
-2.0,3,116.062195,True
-2.0,3,116.081623,True
-2.0,3,116.10425,True
-1.0,2,116.119066,True
0.0,1,116.125722,True
-2.0,3,116.145437,True
0.0,1,116.152464,True
-1.0,2,116.167603,True
-1.0,2,116.181502,True
-2.0,3,116.203038,True
-2.0,3,116.225615,True
-2.0,3,116.246607,True
-2.0,3,116.267078,True
-2.0,3,116.286452,True
-2.0,3,116.30712,True
-1.0,2,116.32134,True
-2.0,3,116.341112,True
-3.0,4,116.367318,True
-4.0,5,116.403505,True
-2.0,3,116.423031,True
-2.0,3,116.442257,True
-3.0,4,116.467754,True
-2.0,3,116.489142,True
-1.0,2,116.503492,True
-2.0,3,116.524246,True
-1.0,2,116.537291,True
-2.0,3,116.55761,True
-2.0,3,116.578101,True
-2.0,3,116.598328,True
0.0,1,116.605013,True
-2.0,3,116.625338,True
-1.0,2,116.639312,True
-2.0,3,116.660143,True
-2.0,3,116.679764,True
-1.0,2,116.694255,True
-2.0,3,116.716113,True
-2.0,3,116.736662,True
-3.0,4,116.762439,True
-2.0,3,116.783484,True
-1.0,2,116.797302,True
-2.0,3,116.817164,True
-2.0,3,116.837439,True
-2.0,3,116.858603,True
-1.0,2,116.873311,True
-3.0,4,116.900476,True
-3.0,4,116.926641,True
-4.0,5,116.960958,True
-1.0,2,116.974334,True
-3.0,4,117.00036,True
-1.0,2,117.013347,True
-2.0,3,117.034323,True
-1.0,2,117.048074,True
-2.0,3,117.067896,True
-1.0,2,117.080896,True
-2.0,3,117.102715,True
0.0,1,117.109923,True
-2.0,3,117.130519,True
-3.0,4,117.157246,True
-2.0,3,117.178833,True
-2.0,3,117.201176,True
-2.0,3,117.221184,True
-2.0,3,117.240707,True
-1.0,2,117.254752,True
-2.0,3,117.275292,True
-2.0,3,117.2964,True
-3.0,4,117.322842,True
0.0,1,117.329574,True
-1.0,2,117.343331,True
-1.0,2,117.357172,True
0.0,1,117.364562,True
-1.0,2,117.381073,True
-2.0,3,117.408438,True
-2.0,3,117.42997,True
-3.0,4,117.457553,True
-2.0,3,117.483774,True
-1.0,2,117.498445,True
-1.0,2,117.512979,True
-2.0,3,117.534373,True
-1.0,2,117.551131,True
-2.0,3,117.573289,True
-2.0,3,117.59502,True
-1.0,2,117.609025,True
-2.0,3,117.631631,True
-3.0,4,117.661237,True
-2.0,3,117.682267,True
-2.0,3,117.702835,True
-2.0,3,117.725847,True
-1.0,2,117.740521,True
-1.0,2,117.755229,True
-3.0,4,117.783473,True
-2.0,3,117.807151,True
-3.0,4,117.835402,True
-2.0,3,117.855608,True
-1.0,2,117.868495,True
-2.0,3,117.889961,True
-2.0,3,117.910739,True
-1.0,2,117.924321,True
-2.0,3,117.943586,True
-1.0,2,117.957901,True
-2.0,3,117.978168,True
-2.0,3,117.998606,True
-1.0,2,118.011732,True
-3.0,4,118.040562,True
-2.0,3,118.061005,True
-1.0,2,118.075019,True
-2.0,3,118.095718,True
-1.0,2,118.113173,True
-2.0,3,118.135756,True
0.0,1,118.142569,True
-1.0,2,118.155986,True
-2.0,3,118.179928,True
-1.0,2,118.195473,True
-1.0,2,118.210229,True
-2.0,3,118.231572,True
-1.0,2,118.247761,True
0.0,1,118.25554,True
-2.0,3,118.278825,True
-2.0,3,118.300242,True
-2.0,3,118.321902,True
-1.0,2,118.336949,True
-1.0,2,118.350857,True
-3.0,4,118.37878,True
-1.0,2,118.394942,True
-3.0,4,118.425656,True
-2.0,3,118.448692,True
-3.0,4,118.477824,True
-2.0,3,118.501482,True
-1.0,2,118.516212,True
-2.0,3,118.536947,True
0.0,1,118.54381,True
-3.0,4,118.574272,True
-2.0,3,118.596483,True
-2.0,3,118.617539,True
-1.0,2,118.631428,True
-1.0,2,118.646616,True
-1.0,2,118.661955,True
-2.0,3,118.684086,True
-1.0,2,118.698124,True
-2.0,3,118.722211,True
-1.0,2,118.737431,True
-2.0,3,118.75999,True
-1.0,2,118.7742,True
0.0,1,118.781668,True
-2.0,3,118.805285,True
-2.0,3,118.827693,True
-3.0,4,118.855532,True
-1.0,2,118.870808,True
-2.0,3,118.894018,True
-3.0,4,118.922756,True
-3.0,4,118.95093,True
-1.0,2,118.967696,True
-1.0,2,118.983296,True
-1.0,2,118.99716,True
-2.0,3,119.018079,True
-1.0,2,119.034156,True
-3.0,4,119.064531,True
-3.0,4,119.091565,True
-2.0,3,119.112084,True
-1.0,2,119.126399,True
-1.0,2,119.141276,True
-2.0,3,119.163898,True
-3.0,4,119.191581,True
-1.0,2,119.206938,True
-1.0,2,119.22183,True
-1.0,2,119.236936,True
-1.0,2,119.251064,True
-3.0,4,119.280771,True
-3.0,4,119.31066,True
-1.0,2,119.32513,True
-1.0,2,119.338882,True
-2.0,3,119.361324,True
-2.0,3,119.383272,True
-2.0,3,119.405711,True
-1.0,2,119.419697,True
-2.0,3,119.442034,True
-2.0,3,119.466666,True
-2.0,3,119.488016,True
-1.0,2,119.50184,True
-1.0,2,119.517484,True
-2.0,3,119.54022,True
-2.0,3,119.562406,True
-3.0,4,119.59038,True
-2.0,3,119.612748,True
-2.0,3,119.635748,True
-2.0,3,119.655772,True
-1.0,2,119.66906,True
-2.0,3,119.690501,True
0.0,1,119.69822,True
-2.0,3,119.72152,True
-2.0,3,119.742982,True
-1.0,2,119.758607,True
-2.0,3,119.781583,True
-2.0,3,119.802722,True
-3.0,4,119.831863,True
-2.0,3,119.854999,True
-1.0,2,119.870075,True
-1.0,2,119.884329,True
-1.0,2,119.898453,True
-1.0,2,119.914544,True
-3.0,4,119.944504,True
0.0,1,119.951631,True
-1.0,2,119.965096,True
-3.0,4,119.995867,True
-2.0,3,120.017596,True
-1.0,2,120.032517,True
-3.0,4,120.061176,True
-2.0,3,120.086091,True
-3.0,4,120.117714,True
-2.0,3,120.141442,True
-2.0,3,120.16514,True
-2.0,3,120.189203,True
-1.0,2,120.205252,True
-2.0,3,120.228296,True
-1.0,2,120.243756,True
-1.0,2,120.259551,True
-3.0,4,120.291364,True
-2.0,3,120.314626,True
-3.0,4,120.345598,True
-3.0,4,120.378589,True
-3.0,4,120.407971,True
-2.0,3,120.429576,True
-1.0,2,120.443495,True
0.0,1,120.450965,True
0.0,1,120.462375,True
-1.0,2,120.483166,True
-3.0,4,120.511877,True
0.0,1,120.519294,True
-3.0,4,120.549749,True
-3.0,4,120.57803,True
0.0,1,120.585237,True
-2.0,3,120.607992,True
-1.0,2,120.623305,True
-1.0,2,120.637933,True
-2.0,3,120.658859,True
-1.0,2,120.675582,True
-2.0,3,120.698507,True
-1.0,2,120.713274,True
-3.0,4,120.74118,True
-3.0,4,120.771259,True
-1.0,2,120.78602,True
-2.0,3,120.807451,True
-2.0,3,120.828126,True
-1.0,2,120.843286,True
-1.0,2,120.858069,True
0.0,1,120.86644,True
-1.0,2,120.881827,True
-1.0,2,120.897386,True
-1.0,2,120.91187,True
-2.0,3,120.934095,True
-3.0,4,120.961843,True
-1.0,2,120.978667,True
-2.0,3,121.002141,True
-1.0,2,121.016277,True
-2.0,3,121.037426,True
-3.0,4,121.066959,True
-1.0,2,121.082863,True
-1.0,2,121.097881,True
-1.0,2,121.111947,True
-2.0,3,121.135239,True
-3.0,4,121.164954,True
0.0,1,121.172319,True
-2.0,3,121.193236,True
-2.0,3,121.216922,True
-2.0,3,121.239071,True
-1.0,2,121.25381,True
-1.0,2,121.267806,True
-2.0,3,121.29081,True
-3.0,4,121.322139,True
-1.0,2,121.336147,True
-2.0,3,121.35731,True
-3.0,4,121.387961,True
-1.0,2,121.402862,True
-2.0,3,121.424015,True
-3.0,4,121.451962,True
-1.0,2,121.467889,True
-3.0,4,121.497599,True
-1.0,2,121.511863,True
-3.0,4,121.539635,True
-2.0,3,121.562001,True
0.0,1,121.569726,True
-2.0,3,121.591507,True
-1.0,2,121.606616,True
-2.0,3,121.634585,True
-1.0,2,121.650547,True
0.0,1,121.657955,True
-1.0,2,121.673722,True
-1.0,2,121.691912,True
-1.0,2,121.708776,True
-3.0,4,121.7402,True
-1.0,2,121.756005,True
-1.0,2,121.772967,True
-2.0,3,121.8004,True
-2.0,3,121.823371,True
-2.0,3,121.846756,True
-2.0,3,121.872738,True
-3.0,4,121.904098,True
-3.0,4,121.933463,True
-3.0,4,121.962438,True
-2.0,3,121.986399,True
0.0,1,121.994072,True
-2.0,3,122.016448,True
-3.0,4,122.04426,True
-2.0,3,122.067076,True
-3.0,4,122.097571,True
-1.0,2,122.111828,True
-2.0,3,122.133124,True
-3.0,4,122.163648,True
-3.0,4,122.192184,True
0.0,1,122.199261,True
-1.0,2,122.213362,True
-3.0,4,122.243613,True
-2.0,3,122.268059,True
-1.0,2,122.282971,True
-2.0,3,122.304058,True
-2.0,3,122.326477,True
-2.0,3,122.348078,True
-2.0,3,122.369739,True
-2.0,3,122.391596,True
-2.0,3,122.414425,True
-2.0,3,122.436352,True
-1.0,2,122.450865,True
-3.0,4,122.47831,True
-1.0,2,122.494147,True
-2.0,3,122.516608,True
-3.0,4,122.544564,True
-3.0,4,122.572535,True
-2.0,3,122.595651,True
-2.0,3,122.617899,True
-2.0,3,122.639584,True
-2.0,3,122.659937,True
-3.0,4,122.688807,True
-1.0,2,122.703453,True
-1.0,2,122.718246,True
-1.0,2,122.732268,True
-3.0,4,122.76266,True
-2.0,3,122.784018,True
-2.0,3,122.805236,True
-2.0,3,122.82618,True
-3.0,4,122.857783,True
-3.0,4,122.891315,True
-3.0,4,122.922149,True
-1.0,2,122.937681,True
-3.0,4,122.973225,True
-2.0,3,122.995604,True
-3.0,4,123.0257,True
-2.0,3,123.047736,True
0.0,1,123.05549,True
-1.0,2,123.07426,True
0.0,1,123.083334,True
-3.0,4,123.112328,True
-3.0,4,123.141493,True
-1.0,2,123.157612,True
-3.0,4,123.186761,True
-1.0,2,123.200964,True
-1.0,2,123.218014,True
-2.0,3,123.24023,True
-2.0,3,123.262686,True
-2.0,3,123.28416,True
-2.0,3,123.307127,True
-2.0,3,123.331444,True
-2.0,3,123.352709,True
-1.0,2,123.366503,True
-2.0,3,123.390328,True
-2.0,3,123.41506,True
-2.0,3,123.436317,True
-2.0,3,123.458147,True
-2.0,3,123.480685,True
-1.0,2,123.495506,True
-2.0,3,123.517697,True
-1.0,2,123.532263,True
-2.0,3,123.555951,True
-1.0,2,123.571229,True
-2.0,3,123.592699,True
-2.0,3,123.613574,True
-3.0,4,123.644053,True
-3.0,4,123.672626,True
0.0,1,123.67969,True
-3.0,4,123.707001,True
-2.0,3,123.736931,True
-2.0,3,123.762562,True
-3.0,4,123.790297,True
0.0,1,123.797417,True
0.0,1,123.804863,True
-3.0,4,123.837799,True
0.0,1,123.845619,True
-1.0,2,123.860667,True
-1.0,2,123.876532,True
-2.0,3,123.900905,True
-2.0,3,123.923692,True
-3.0,4,123.953749,True
-1.0,2,123.970202,True
-1.0,2,123.986312,True
-2.0,3,124.00904,True
-2.0,3,124.032882,True
-1.0,2,124.050683,True
-1.0,2,124.067166,True
-2.0,3,124.089528,True
-1.0,2,124.103661,True
0.0,1,124.111049,True
-2.0,3,124.134741,True
-1.0,2,124.149939,True
-2.0,3,124.173002,True
-3.0,4,124.204915,True
-2.0,3,124.227298,True
-3.0,4,124.255235,True
-1.0,2,124.269174,True
-3.0,4,124.300418,True
-2.0,3,124.322503,True
-1.0,2,124.336584,True
-2.0,3,124.357437,True
0.0,1,124.365115,True
-1.0,2,124.382004,True
-2.0,3,124.404895,True
-1.0,2,124.419304,True
-3.0,4,124.450088,True
-2.0,3,124.47171,True
-2.0,3,124.49394,True
-1.0,2,124.507987,True
-1.0,2,124.523762,True
-2.0,3,124.545823,True
-1.0,2,124.561386,True
-3.0,4,124.589347,True
-2.0,3,124.610825,True
-3.0,4,124.640165,True
-3.0,4,124.668028,True
-3.0,4,124.696985,True
-3.0,4,124.727081,True
-3.0,4,124.755822,True
-2.0,3,124.775712,True
-3.0,4,124.802316,True
-2.0,3,124.826744,True
0.0,1,124.835938,True
-4.0,5,124.874022,True
-2.0,3,124.897719,True
-2.0,3,124.922624,True
0.0,1,124.930576,True
0.0,1,124.938225,True
-1.0,2,124.953491,True
-3.0,4,124.986329,True
-2.0,3,125.009046,True
-2.0,3,125.033253,True
0.0,1,125.040541,True
-1.0,2,125.058277,True
-2.0,3,125.083898,True
-2.0,3,125.107059,True
-2.0,3,125.13315,True
-1.0,2,125.150958,True
-1.0,2,125.166822,True
0.0,1,125.173801,True
-2.0,3,125.195004,True
-2.0,3,125.216616,True
-2.0,3,125.238589,True
0.0,1,125.246131,True
-2.0,3,125.268469,True
-2.0,3,125.292024,True
-3.0,4,125.321215,True
0.0,1,125.328535,True
-2.0,3,125.34945,True
-2.0,3,125.371104,True
-2.0,3,125.393606,True
-1.0,2,125.407996,True
-2.0,3,125.429496,True
-3.0,4,125.458639,True
-2.0,3,125.479888,True
-2.0,3,125.499641,True
0.0,1,125.506674,True
-2.0,3,125.527666,True
-3.0,4,125.554819,True
-1.0,2,125.56836,True
-3.0,4,125.594124,True
-2.0,3,125.614673,True
-2.0,3,125.634881,True
-2.0,3,125.654809,True
-4.0,5,125.687249,True
-3.0,4,125.714466,True
0.0,1,125.721351,True
-3.0,4,125.748382,True
-2.0,3,125.768767,True
-2.0,3,125.79025,True
-2.0,3,125.811276,True
-2.0,3,125.831128,True
-3.0,4,125.856676,True
-1.0,2,125.870435,True
-2.0,3,125.89061,True
-3.0,4,125.919024,True
-2.0,3,125.940042,True
-3.0,4,125.970749,True
-3.0,4,125.999218,True
-2.0,3,126.020447,True
-1.0,2,126.03453,True
-1.0,2,126.050242,True
-2.0,3,126.073589,True
-3.0,4,126.101955,True
-2.0,3,126.121242,True
-2.0,3,126.141461,True
-2.0,3,126.162158,True
-3.0,4,126.189951,True
-2.0,3,126.209731,True
-2.0,3,126.230326,True
-3.0,4,126.257588,True
0.0,1,126.265036,True
-2.0,3,126.284704,True
-2.0,3,126.305508,True
-3.0,4,126.333344,True
0.0,1,126.340055,True
-1.0,2,126.352979,True
-2.0,3,126.373435,True
-2.0,3,126.395044,True
-2.0,3,126.416019,True
-2.0,3,126.435649,True
-4.0,5,126.469499,True
-2.0,3,126.489802,True
0.0,1,126.496902,True
-3.0,4,126.52283,True
-2.0,3,126.544771,True
-2.0,3,126.565369,True
-3.0,4,126.591756,True
-3.0,4,126.61748,True
0.0,1,126.624288,True
-1.0,2,126.638279,True
0.0,1,126.645185,True
-3.0,4,126.672529,True
-2.0,3,126.693032,True
-2.0,3,126.715146,True
-3.0,4,126.744414,True
-3.0,4,126.772315,True
-1.0,2,126.78745,True
-3.0,4,126.81554,True
-3.0,4,126.844906,True
-3.0,4,126.872638,True
-1.0,2,126.888224,True
0.0,1,126.8957,True
-3.0,4,126.923249,True
-2.0,3,126.943081,True
-1.0,2,126.956765,True
-2.0,3,126.978034,True
-2.0,3,126.998041,True
-1.0,2,127.011241,True
-1.0,2,127.025872,True
0.0,1,127.035268,True
-2.0,3,127.057212,True
-1.0,2,127.07179,True
-3.0,4,127.102194,True
-2.0,3,127.122878,True
-2.0,3,127.142961,True
-2.0,3,127.162527,True
-1.0,2,127.179543,True
-3.0,4,127.217351,True
-2.0,3,127.23841,True
-3.0,4,127.266875,True
-2.0,3,127.292119,True
-1.0,2,127.306631,True
0.0,1,127.314356,True
-3.0,4,127.342884,True
-1.0,2,127.36197,True
-2.0,3,127.384333,True
-3.0,4,127.413768,True
-3.0,4,127.441875,True
-2.0,3,127.466512,True
-1.0,2,127.481844,True
-1.0,2,127.496348,True
-2.0,3,127.517691,True
-1.0,2,127.534607,True
-2.0,3,127.556916,True
-1.0,2,127.572202,True
-1.0,2,127.586481,True
0.0,1,127.594423,True
-1.0,2,127.611392,True
-2.0,3,127.63342,True
-1.0,2,127.648122,True
-1.0,2,127.666704,True
-2.0,3,127.691459,True
-2.0,3,127.713218,True
-3.0,4,127.741314,True
-3.0,4,127.772945,True
-2.0,3,127.794965,True
-1.0,2,127.809284,True
-2.0,3,127.830146,True
-2.0,3,127.855178,True
-1.0,2,127.87061,True
-3.0,4,127.89922,True
-2.0,3,127.92052,True
-2.0,3,127.947868,True
-2.0,3,127.969932,True
-3.0,4,127.999312,True
-2.0,3,128.020152,True
-2.0,3,128.043168,True
-1.0,2,128.057739,True
-2.0,3,128.080197,True
-2.0,3,128.101639,True
-1.0,2,128.117314,True
0.0,1,128.125044,True
-2.0,3,128.147673,True
0.0,1,128.154887,True
-1.0,2,128.169287,True
0.0,1,128.177359,True
-2.0,3,128.200516,True
-3.0,4,128.230409,True
-2.0,3,128.253863,True
-2.0,3,128.275242,True
-1.0,2,128.290117,True
-2.0,3,128.311933,True
-1.0,2,128.328282,True
-3.0,4,128.357904,True
-2.0,3,128.379755,True
-2.0,3,128.400422,True
-2.0,3,128.425068,True
-1.0,2,128.439927,True
-3.0,4,128.46781,True
-1.0,2,128.481349,True
-2.0,3,128.504706,True
-2.0,3,128.526339,True
-2.0,3,128.54767,True
-2.0,3,128.568571,True
-1.0,2,128.584953,True
-1.0,2,128.600132,True
0.0,1,128.607425,True
-1.0,2,128.622355,True
-2.0,3,128.644951,True
-3.0,4,128.674814,True
-3.0,4,128.704892,True
0.0,1,128.712037,True
-1.0,2,128.727883,True
-1.0,2,128.742595,True
-2.0,3,128.764384,True
-1.0,2,128.778594,True
-1.0,2,128.794413,True
-2.0,3,128.816576,True
-2.0,3,128.837938,True
-2.0,3,128.858529,True
-3.0,4,128.888911,True
-2.0,3,128.911074,True
-2.0,3,128.932065,True
-2.0,3,128.95441,True
-2.0,3,128.976421,True
-1.0,2,128.990654,True
-2.0,3,129.012723,True
-3.0,4,129.041586,True
-2.0,3,129.06396,True
-2.0,3,129.087485,True
-1.0,2,129.101562,True
-2.0,3,129.122744,True
-2.0,3,129.145364,True
-1.0,2,129.16027,True
-3.0,4,129.188632,True
